Buyer ID,Source Buyer ID,Record Type,Phone Number,return_rate,refund_frequency,high_value_return_ratio,version_diversity,category_diversity,avg_transaction_value
7544822,7544822,primary,(537)268-7999,0.0,0.0,0.0,2,2,69.16666666666667
7545632,7545632,primary,+1-676-465-9878,0.0,0.0,0.0,3,3,67.668
7545749,7545749,primary,001-435-666-4536x556,0.0,0.0,0.0,1,1,58.33
7545804,7545804,primary,957-459-5787,0.0,0.0,0.0,1,1,74.17
7546703,7546703,primary,974.733.2850x6897,0.0,0.0,0.0,2,2,51.67
7546801,7546801,primary,3354290226,0.0,100.0,0.0,1,1,-53.33
7546813,7546813,primary,001-940-254-5983x745,0.0,0.0,0.0,2,3,77.05666666666667
7547933,7547933,primary,+1-385-659-2774,0.0,0.0,0.0,3,3,65.33333333333333
7548583,7548583,primary,487-657-7233x4457,-0.5,33.33333333333333,0.5,1,2,25.554999999999996
7549930,7549930,primary,625.972.6534,0.0,0.0,0.0,2,1,26.25
7550615,7550615,primary,001-824-333-8474x72628,0.0,0.0,0.0,1,1,79.16499999999999
7550722,7550722,primary,4874672967,0.0,0.0,0.0,1,1,74.17
7551330,7551330,primary,585.905.3055,0.0,0.0,0.0,1,1,79.17
7551610,7551610,primary,587.656.4688x8864,-1.0,50.0,1.0,2,1,0.0
75516400000000,75516400000000,primary,899.223.1344,0.0,0.0,0.0,1,1,79.16499999999999
7552213,7552213,primary,664.899.0958x27476,0.0,0.0,0.0,3,2,66.4975
7552831,7552831,primary,320.708.2336x7295,0.0,0.0,0.0,1,1,55.0
7553148,7553148,primary,832.881.4029,0.0,0.0,0.0,1,1,79.17
7553186,7553186,primary,(692)981-4055,-1.0,50.0,1.0,2,1,0.0
7553650,7553650,primary,927.351.1603,0.0,0.0,0.0,1,1,53.33
7553823,7553823,primary,+1-371-790-9929,-1.0,50.0,1.0,1,1,0.0
7554958,7554958,primary,757-452-4991x13942,0.0,0.0,0.0,1,1,79.17
7555284,7555284,primary,+1-476-704-4506x295,0.0,0.0,0.0,1,1,59.33
7555887,7555887,primary,001-547-725-1832x3465,-1.0,50.0,1.0,1,1,0.0
7556333,7556333,primary,+1-681-393-9711x5608,0.0,0.0,0.0,2,2,64.58500000000001
7556780,7556780,primary,001-592-349-3197,0.0,0.0,0.0,2,2,70.0
7556994,7556994,primary,(393)404-3350x85624,0.0,0.0,0.0,1,1,53.33
7557035,7557035,primary,+1-261-551-9349,0.0,0.0,0.0,1,1,59.33
7557102,7557102,primary,(265)876-9642,0.0,100.0,0.0,1,1,-74.17
7557262,7557262,primary,847.475.5504,0.0,0.0,0.0,2,3,44.415000000000006
7558170,7558170,primary,352.787.1196x5216,0.0,0.0,0.0,1,1,66.75
7558264,7558264,primary,399-923-2769x925,0.0,0.0,0.0,1,2,43.665
7558880,7558880,primary,288-675-1726,0.0,0.0,0.0,1,1,51.67
7558924,7558924,primary,835.389.4701x78140,0.0,0.0,0.0,1,1,74.16499999999999
7560193,7560193,primary,+1-984-432-5570,0.0,0.0,0.0,2,4,57.5
7560555,7560555,primary,654.864.6709,0.0,0.0,0.0,1,1,71.25
7560658,7560658,primary,569-909-6452x49117,-0.125,11.11111111111111,0.13505311077389984,6,5,52.77666666666667
7560675,7560675,primary,(851)540-6065,0.0,0.0,0.0,2,2,47.5
7560973,7560973,primary,(741)298-7223x352,0.0,0.0,0.0,1,1,90.83
7561198,7561198,primary,718-876-1414x44478,-1.0,50.0,0.6464646464646465,2,2,14.585
7561671,7561671,primary,361-556-3470x76027,0.0,0.0,0.0,1,1,86.0
7561679,7561679,primary,+1-830-874-9551,-1.0,50.0,1.0,1,1,0.0
7561885,7561885,primary,001-997-714-7797x24130,0.0,100.0,0.0,1,1,-74.17
7562343,7562343,primary,818-459-7912x9932,-0.5,33.33333333333333,0.5849056603773585,1,1,12.223333333333334
7562756,7562756,primary,001-710-911-2745x8895,0.0,0.0,0.0,3,6,54.916666666666664
7563030,7563030,primary,001-847-331-6331,0.0,0.0,0.0,1,2,74.17
7563161,7563161,primary,001-869-226-2391x98627,-1.0,50.0,1.0,2,2,0.0
7563334,7563334,primary,891-971-4451x01821,0.0,0.0,0.0,2,1,67.22333333333334
75634500000000,75634500000000,primary,714-569-4752,-1.0,50.0,1.0,1,1,0.0
7563684,7563684,primary,726.495.8940,0.0,0.0,0.0,1,1,51.67
7563711,7563711,primary,001-971-377-3821x61946,0.0,0.0,0.0,1,1,66.75
7564538,7564538,primary,338-630-6265x788,0.0,0.0,0.0,1,1,58.33
7564874,7564874,primary,540.266.0686x083,-0.4,28.57142857142857,0.41530054644808745,4,2,25.475714285714282
7565307,7565307,primary,6526306774,0.0,0.0,0.0,1,1,59.33
7565930,7565930,primary,(347)289-3491x23451,0.0,0.0,0.0,3,4,61.334
7567281,7567281,primary,787.487.1869x159,0.0,0.0,0.0,1,1,107.5
7567555,7567555,primary,001-310-641-0692x8577,-0.6666666666666666,40.0,0.6755218216318786,2,2,14.25
7567610,7567610,primary,603-663-8105x202,0.0,0.0,0.0,1,1,74.17
7567773,7567773,primary,9853697123,-0.5,33.33333333333333,0.4809943181818182,3,3,25.373333333333335
7568121,7568121,primary,210.375.5095x26650,0.0,0.0,0.0,1,1,78.34
7568221,7568221,primary,402-523-8883x8885,-0.5,33.33333333333333,0.5,2,2,19.583333333333332
7568342,7568342,primary,671-324-1595x28670,0.0,0.0,0.0,1,1,71.25
7568456,7568456,primary,267-646-7203,0.0,0.0,0.0,1,1,74.17
7568774,7568774,primary,824-640-9348x087,0.0,0.0,0.0,1,1,53.33
7569610,7569610,primary,+1-855-588-1467x843,0.0,0.0,0.0,1,2,64.66499999999999
7569830,7569830,primary,448.247.9958x11075,0.0,0.0,0.0,4,4,44.832499999999996
7570245,7570245,primary,(936)928-0867x3346,0.0,0.0,0.0,2,2,51.94333333333333
7571009,7571009,primary,430.478.2658x74419,0.0,0.0,0.0,1,2,57.5
7571126,7571126,primary,001-297-468-1198x9114,0.0,0.0,0.0,2,2,27.435000000000002
7571380,7571380,primary,242.252.8297x8263,0.0,0.0,0.0,1,1,57.5
7571500,7571500,primary,001-235-918-5175x04983,0.0,0.0,0.0,1,1,74.17
7571548,7571548,primary,001-587-541-1839x6574,0.0,0.0,0.0,1,1,63.33
7571554,7571554,primary,545.366.2346x4517,0.0,0.0,0.0,1,1,79.16
75716500000000,75716500000000,primary,(843)819-6022x6727,0.0,0.0,0.0,1,1,66.25
7571742,7571742,primary,+1-411-646-0601x0235,-1.0,50.0,0.9353260869565219,4,2,2.4800000000000004
7571814,7571814,primary,(832)373-3987x611,-1.0,50.0,1.0,1,1,0.0
7572097,7572097,primary,902-966-3976x7169,0.0,0.0,0.0,1,1,36.67
7572234,7572234,primary,001-309-864-6241,-1.0,50.0,1.0,1,1,0.0
7572845,7572845,primary,692.403.5727x138,0.0,0.0,0.0,1,1,74.25
7573629,7573629,primary,295-344-8021x75729,0.0,0.0,0.0,2,3,73.05666666666667
7574901,7574901,primary,525.857.3993,0.0,0.0,0.0,2,2,63.75
7574977,7574977,primary,(238)915-3832,0.0,0.0,0.0,1,1,107.5
7575070,7575070,primary,+1-292-376-3533,0.0,0.0,0.0,1,1,79.17
7575262,7575262,primary,+1-899-582-6621,0.0,0.0,0.0,1,1,40.83
7575500,7575500,primary,(459)606-9471x88613,0.0,0.0,0.0,1,1,62.5
7575884,7575884,primary,+1-782-656-9217x440,0.0,0.0,0.0,1,1,76.0
7575959,7575959,primary,717-377-2169x810,0.0,0.0,0.0,1,1,59.33
7576355,7576355,primary,986.744.1072,0.0,0.0,0.0,2,2,61.335
7576493,7576493,primary,001-208-526-2815x12677,0.0,0.0,0.0,1,1,74.17
7576678,7576678,primary,001-495-684-7861,0.0,0.0,0.0,1,1,59.33
7578371,7578371,primary,+1-635-820-0893x673,0.0,0.0,0.0,1,1,79.17
7578442,7578442,primary,622-941-8735,0.0,0.0,0.0,4,2,72.08500000000001
7578509,7578509,primary,6614698317,0.0,0.0,0.0,3,2,74.7925
7578517,7578517,primary,001-991-936-6276,0.0,0.0,0.0,2,3,55.00333333333333
7578576,7578576,primary,+1-813-722-5157x5554,-0.5,33.33333333333333,0.5716004813477739,1,2,19.776666666666667
7578876,7578876,primary,857.770.0485x2460,0.0,0.0,0.0,1,1,79.17
7578904,7578904,primary,(616)565-0704x891,0.0,0.0,0.0,1,1,79.16499999999999
7579193,7579193,primary,+1-824-448-8480x0007,0.0,0.0,0.0,1,1,82.5
7580238,7580238,primary,650-209-4649x4534,0.0,0.0,0.0,1,2,77.05666666666667
7580369,7580369,primary,848-779-8706,0.0,0.0,0.0,1,1,58.33
7580401,7580401,primary,728-552-7278x32571,0.0,0.0,0.0,6,3,65.5942857142857
7581384,7581384,primary,550-394-8173,0.0,0.0,0.0,2,1,79.16333333333334
7581590,7581590,primary,(710)490-3049,0.0,0.0,0.0,1,1,74.16
7581718,7581718,primary,+1-308-361-5257x8465,0.0,0.0,0.0,2,1,70.0
7582184,7582184,primary,+1-205-626-6892x63737,-0.4,28.57142857142857,0.3265643802647413,3,2,26.65
7583145,7583145,primary,209-926-6201x359,0.0,0.0,0.0,1,1,62.5
7583470,7583470,primary,758-454-5454x881,-0.2857142857142857,22.22222222222222,0.302066772655008,7,3,40.64888888888889
7583504,7583504,primary,422-367-1260x369,0.0,0.0,0.0,1,1,99.17
7584556,7584556,primary,631.592.2153x830,-1.0,50.0,1.0,1,1,0.0
7584678,7584678,primary,980-610-5281,0.0,0.0,0.0,1,1,74.17
7585683,7585683,primary,001-202-451-5546x1519,0.0,100.0,0.0,2,2,-75.75
75857300000000,75857300000000,primary,833-337-5070x7096,0.0,100.0,0.0,1,1,-66.75
7586083,7586083,primary,001-922-537-0423x2882,-0.5,35.714285714285715,0.3963963963963964,3,7,23.928571428571427
7586134,7586134,primary,001-840-905-8430x2241,0.0,0.0,0.0,1,1,82.5
7586229,7586229,primary,+1-462-849-1365,0.0,0.0,0.0,1,1,86.67
7586999,7586999,primary,9529843579,-0.5,33.33333333333333,0.5263157894736842,2,2,22.25
7587621,7587621,primary,461-885-2721,0.0,0.0,0.0,1,1,107.5
75877300000000,75877300000000,primary,691-432-2669,0.0,0.0,0.0,2,2,66.11
7587975,7587975,primary,855.347.7149,-0.5,33.33333333333333,0.5894039735099338,1,1,17.223333333333333
7588001,7588001,primary,374-774-6657,0.0,0.0,0.0,1,1,32.5
7588168,7588168,primary,001-767-973-3629,0.0,0.0,0.0,1,1,63.33
7588300,7588300,primary,223-207-8890,-0.5,33.33333333333333,0.5621301775147929,2,2,20.55666666666667
7588769,7588769,primary,(661)488-3651x60842,0.0,0.0,0.0,1,2,70.08500000000001
7588814,7588814,primary,+1-493-866-3769,0.0,0.0,0.0,1,1,74.16499999999999
7589351,7589351,primary,+1-773-678-4195x21703,0.0,0.0,0.0,1,1,66.0
7589903,7589903,primary,+1-635-917-3181x1750,0.0,0.0,0.0,1,1,57.5
7589987,7589987,primary,001-449-867-5274x2146,-1.0,50.0,1.0,2,1,0.0
7590072,7590072,primary,733.270.5416,0.0,0.0,0.0,3,5,66.66714285714286
7590616,7590616,primary,+1-556-592-8219,0.0,0.0,0.0,2,2,58.8125
7590791,7590791,primary,448-489-1471x49361,0.0,0.0,0.0,2,2,70.55333333333333
7591557,7591557,primary,(950)218-1380x947,-1.0,50.0,1.0,1,1,0.0
7591949,7591949,primary,+1-794-785-5740,0.0,0.0,0.0,1,1,79.17
7592315,7592315,primary,6928440715,0.0,0.0,0.0,1,2,129.335
7592717,7592717,primary,(473)377-4597x5414,-1.0,50.0,1.0,1,1,0.0
7592950,7592950,primary,(706)870-6951,0.0,100.0,0.0,1,1,-74.17
7595600,7595600,primary,001-358-745-9545,0.0,100.0,0.0,2,1,-74.16499999999999
7595758,7595758,primary,456-575-9892,-0.2,16.666666666666664,0.1281677832799301,4,4,41.57
7596315,7596315,primary,+1-289-241-0641,-1.0,50.0,1.435483870967742,1,1,-11.244999999999997
7596938,7596938,primary,001-790-538-1990x958,0.0,0.0,0.0,1,1,79.17
7597190,7597190,primary,903.544.8663x137,0.0,0.0,0.0,1,2,65.83500000000001
7597361,7597361,primary,486-666-3667x394,0.0,0.0,0.0,1,1,74.17
7597457,7597457,primary,+1-385-918-7787x614,0.0,0.0,0.0,2,3,77.5
7598400,7598400,primary,712-609-2240x5807,-0.36363636363636365,26.666666666666668,0.39103362391033625,6,5,27.166
7598411,7598411,primary,671-524-8532,0.0,0.0,0.0,1,1,74.17
7598536,7598536,primary,351.757.4054x182,-1.0,50.0,1.0,1,1,0.0
7599001,7599001,primary,+1-295-279-4821x43865,0.0,0.0,0.0,2,2,38.75
7599275,7599275,primary,+1-836-342-3199x2304,0.0,0.0,0.0,1,1,55.0
7599701,7599701,primary,508.441.8587x3628,0.0,0.0,0.0,1,1,53.33
7599773,7599773,primary,280-215-8863x206,-0.75,42.857142857142854,0.7230320699708455,6,2,11.307142857142855
7600218,7600218,primary,899-653-9283,0.0,0.0,0.0,2,2,66.75
7600706,7600706,primary,+1-991-993-1602x498,0.0,0.0,0.0,1,2,93.33
7601095,7601095,primary,+1-259-321-2938,0.0,0.0,0.0,1,2,76.66499999999999
7601118,7601118,primary,867.749.0716,0.0,0.0,0.0,2,2,75.42
7601533,7601533,primary,6542348957,0.0,0.0,0.0,1,1,79.17
7602057,7602057,primary,001-825-466-4825,0.0,0.0,0.0,1,1,74.17
7602229,7602229,primary,(944)796-3050x901,0.0,0.0,0.0,1,1,74.17
7602588,7602588,primary,590.798.4321,0.0,100.0,0.0,2,1,-63.75
7603101,7603101,primary,001-342-702-1868x6718,0.0,0.0,0.0,1,1,79.16666666666667
7603912,7603912,primary,(968)985-2258,0.0,0.0,0.0,1,1,74.17
7604014,7604014,primary,489.891.0471,0.0,0.0,0.0,3,2,43.196666666666665
7604172,7604172,primary,516-754-3010,-0.375,27.27272727272727,0.4426229508196721,4,4,28.33272727272727
7604269,7604269,primary,(941)265-8418,0.0,0.0,0.0,1,1,79.16499999999999
7604579,7604579,primary,001-698-913-9938x7710,-0.625,38.46153846153847,0.6089810017271157,2,4,14.512307692307692
7604927,7604927,primary,(767)974-8942,0.0,100.0,0.0,1,1,-53.33
7605309,7605309,primary,896-906-1138x35897,0.0,0.0,0.0,2,3,42.306666666666665
7605506,7605506,primary,+1-249-797-3330x44440,0.0,0.0,0.0,1,1,66.75
7605647,7605647,primary,(520)960-3988x716,-1.0,50.0,1.1237373737373737,2,2,-4.079999999999998
7605829,7605829,primary,(725)254-0652x33813,0.0,0.0,0.0,3,3,61.9125
7606140,7606140,primary,919-991-5286,0.0,0.0,0.0,1,1,82.5
7607461,7607461,primary,(699)306-3853,0.0,0.0,0.0,2,1,74.17
7607592,7607592,primary,718.547.1140x05265,0.0,0.0,0.0,2,2,74.86333333333333
7607640,7607640,primary,+1-790-574-4635x3484,0.0,0.0,0.0,1,1,58.33
7608658,7608658,primary,+1-418-635-2374,0.0,0.0,0.0,2,1,48.0
7608759,7608759,primary,001-999-909-5111,0.0,0.0,0.0,1,1,53.33
7608935,7608935,primary,+1-425-487-8524x44053,0.0,0.0,0.0,1,1,32.5
7609525,7609525,primary,(379)660-1420,0.0,0.0,0.0,1,1,71.25
7610043,7610043,primary,909.779.8191x63031,0.0,0.0,0.0,1,1,74.17
7610228,7610228,primary,912.524.2953,-0.5,33.33333333333333,0.5103092783505154,1,2,26.39
7610782,7610782,primary,+1-993-364-8767x46163,0.0,0.0,0.0,1,1,100.0
7611965,7611965,primary,(581)546-7128,0.0,0.0,0.0,1,2,78.33500000000001
7612182,7612182,primary,2816006741,0.0,0.0,0.0,1,1,74.17
7612508,7612508,primary,+1-293-430-3109x53735,-1.0,50.0,1.0,1,2,0.0
7612594,7612594,primary,+1-303-474-5170x88681,0.0,0.0,0.0,1,1,71.25
7612602,7612602,primary,4558415728,0.0,0.0,0.0,1,1,79.17
7612948,7612948,primary,(719)884-2522,0.0,0.0,0.0,1,2,56.25
7613185,7613185,primary,001-635-417-2922,0.0,0.0,0.0,2,4,47.7075
7613512,7613512,primary,+1-869-299-1363x017,0.0,0.0,0.0,1,1,99.17
7613590,7613590,primary,587.568.8224x02785,0.0,0.0,0.0,2,2,63.75
7613637,7613637,primary,415-872-4008,0.0,0.0,0.0,1,1,53.33
7614009,7614009,primary,+1-985-380-5265x5340,0.0,0.0,0.0,2,2,62.165
7614987,7614987,primary,283.587.4518x069,0.0,0.0,0.0,1,1,99.17
7615175,7615175,primary,570-272-1771x41070,0.0,0.0,0.0,2,2,61.33
7616192,7616192,primary,(346)369-1839x6753,0.0,0.0,0.0,2,2,73.75
7616505,7616505,primary,+1-266-664-0292,0.0,0.0,0.0,2,3,68.25
7616599,7616599,primary,935-949-2237x044,0.0,0.0,0.0,1,1,82.5
7616772,7616772,primary,+1-728-822-6405,0.0,0.0,0.0,1,2,81.725
7616916,7616916,primary,997.725.1440,-0.2857142857142857,22.22222222222222,0.31735820735499093,5,5,29.47666666666667
7617496,7617496,primary,367.626.5401x4478,0.0,0.0,0.0,1,1,79.16
7617670,7617670,primary,001-832-931-6199x87732,0.0,0.0,0.0,1,1,66.0
7617811,7617811,primary,001-294-652-1815x6135,0.0,100.0,0.0,1,1,-74.16
7617860,7617860,primary,218.338.3249,0.0,0.0,0.0,1,1,74.17
7618357,7618357,primary,7533141527,0.0,0.0,0.0,1,1,79.16
7618633,7618633,primary,+1-744-420-3786x056,0.0,0.0,0.0,1,1,99.17
7619078,7619078,primary,001-251-288-1884x4463,0.0,0.0,0.0,1,2,79.58500000000001
7619225,7619225,primary,(613)215-4388x53696,0.0,0.0,0.0,1,1,58.33
7619923,7619923,primary,4915799328,0.0,0.0,0.0,1,2,76.66499999999999
7620123,7620123,primary,371.267.0961,0.0,0.0,0.0,1,1,59.165
7620202,7620202,primary,001-985-424-3394x676,0.0,0.0,0.0,1,1,79.17
7620353,7620353,primary,001-679-687-2340x2149,0.0,0.0,0.0,1,1,86.0
7621082,7621082,primary,437-767-8739x074,0.0,0.0,0.0,2,2,32.5
7621576,7621576,primary,811.756.8428x07928,0.0,0.0,0.0,1,1,74.17
7621616,7621616,primary,+1-345-938-3407x51382,0.0,0.0,0.0,1,1,66.75
7621716,7621716,primary,+1-696-863-9728x60425,0.0,0.0,0.0,2,2,89.16499999999999
7621806,7621806,primary,609.792.0299x0176,0.0,0.0,0.0,1,1,59.33
7622071,7622071,primary,699-976-3548,0.0,0.0,0.0,2,2,60.0
7622630,7622630,primary,(784)660-0846,-1.0,50.0,1.0,1,1,0.0
7622974,7622974,primary,3702850720,-0.5,33.33333333333333,0.4277456647398844,1,2,27.5
7622989,7622989,primary,+1-310-474-0383x514,0.0,0.0,0.0,1,1,99.17
7623652,7623652,primary,001-398-432-1984x92134,0.0,0.0,0.0,1,1,58.33
7623919,7623919,primary,521-794-1989x21917,-1.0,50.0,1.0,1,1,0.0
7624172,7624172,primary,(552)574-8077,0.0,0.0,0.0,1,1,79.16499999999999
7624215,7624215,primary,+1-664-876-2529x835,-0.5714285714285714,36.36363636363637,0.571157495256167,6,6,17.12181818181818
7625541,7625541,primary,+1-693-760-5254x6833,0.0,0.0,0.0,1,1,58.33
7625633,7625633,primary,+1-473-401-4800,0.0,0.0,0.0,1,1,66.75
7625984,7625984,primary,464.452.4236x129,-0.5,33.33333333333333,0.5263157894736842,2,1,22.25
7626369,7626369,primary,+1-567-969-5779x81955,0.0,0.0,0.0,2,3,85.55666666666667
7626462,7626462,primary,353.998.2455x9581,0.0,0.0,0.0,1,1,74.17
76268300000000,76268300000000,primary,001-802-625-0337,-1.0,50.0,1.0,1,1,0.0
7627335,7627335,primary,333.434.2824x006,-0.5,33.33333333333333,0.559748427672956,2,2,19.44333333333333
7628011,7628011,primary,424.991.4542x4891,0.0,0.0,0.0,1,1,53.33
7629656,7629656,primary,001-551-524-5793x81906,0.0,0.0,0.0,2,2,68.78999999999999
7629690,7629690,primary,935-668-6408,0.0,0.0,0.0,1,1,51.67
7629852,7629852,primary,291.486.5076x476,0.0,0.0,0.0,1,1,99.17
7629941,7629941,primary,(914)944-2847x8073,0.0,0.0,0.0,1,1,66.0
7630138,7630138,primary,978.576.9959,0.0,0.0,0.0,1,1,158.33
7630245,7630245,primary,8683885230,0.0,0.0,0.0,1,1,63.33
7630355,7630355,primary,(736)794-3690,0.0,0.0,0.0,3,1,74.16666666666667
7630512,7630512,primary,972.291.5674x249,-1.5,60.0,1.5734536082474226,2,2,-14.834
7630545,7630545,primary,779-781-4420x79713,-1.0,50.0,1.0,1,1,0.0
7630721,7630721,primary,858-761-0372,0.0,0.0,0.0,1,1,57.5
7630742,7630742,primary,(378)945-7636x810,0.0,0.0,0.0,1,1,74.17
7631090,7631090,primary,(285)860-6496,-1.0,50.0,1.0,1,1,0.0
7631141,7631141,primary,001-593-572-2451x7911,0.0,0.0,0.0,4,2,57.707499999999996
7631443,7631443,primary,201-749-5131,0.0,0.0,0.0,1,1,99.17
7632172,7632172,primary,001-363-478-0157x104,-0.6666666666666666,40.0,0.6738197424892703,2,2,12.666
7632210,7632210,primary,943.387.0266x49978,0.0,0.0,0.0,1,1,79.17
7632216,7632216,primary,001-647-949-4336x583,0.0,0.0,0.0,1,1,51.67
7632377,7632377,primary,001-565-997-4834x2083,-2.0,66.66666666666666,2.6792452830188678,3,3,-24.723333333333333
7632545,7632545,primary,001-539-644-2131x834,0.0,0.0,0.0,1,1,71.25
7632760,7632760,primary,687-916-5413,0.0,0.0,0.0,1,1,79.17
7632909,7632909,primary,707.251.7920,0.0,0.0,0.0,2,6,80.47714285714287
7633172,7633172,primary,(898)399-1191,0.0,0.0,0.0,2,2,70.0
7633576,7633576,primary,(208)464-5753,0.0,0.0,0.0,1,1,55.0
7633630,7633630,primary,+1-845-395-8427,0.0,0.0,0.0,1,1,74.16499999999999
7634891,7634891,primary,7648967043,-1.0,50.0,1.0,1,1,0.0
7635738,7635738,primary,+1-336-753-3657x884,0.0,0.0,0.0,1,1,66.0
7636297,7636297,primary,(519)480-0855x1184,-0.5,33.33333333333333,0.45016077170418006,2,1,23.75
7637201,7637201,primary,420.604.9082x1012,-0.2857142857142857,22.22222222222222,0.2745664739884393,3,3,46.48111111111111
7637476,7637476,primary,(462)773-8874x152,0.0,0.0,0.0,1,1,79.16
7637477,7637477,primary,+1-610-230-0312x343,0.0,0.0,0.0,2,2,73.60666666666667
7637950,7637950,primary,952.864.0991,0.0,0.0,0.0,1,1,53.33
7638575,7638575,primary,966-475-0996x3758,0.0,0.0,0.0,5,4,72.5
7638888,7638888,primary,+1-477-729-3192x918,0.0,0.0,0.0,1,1,79.16499999999999
7639318,7639318,primary,001-617-734-4377x80717,-0.42857142857142855,30.0,0.3929824561403509,4,3,23.064999999999998
7639340,7639340,primary,001-556-575-7516,0.0,0.0,0.0,1,2,78.33500000000001
7639360,7639360,primary,+1-558-311-0118,0.0,0.0,0.0,1,1,51.67
7639494,7639494,primary,319.721.1803,0.0,0.0,0.0,2,2,88.61
7639587,7639587,primary,322.421.0434x695,0.0,0.0,0.0,1,1,79.17
7639890,7639890,primary,541.357.6489,0.0,0.0,0.0,1,2,99.17
7641133,7641133,primary,001-340-987-4858x59853,0.0,0.0,0.0,1,1,55.0
7642022,7642022,primary,8233464229,0.0,0.0,0.0,2,2,32.5
7642068,7642068,primary,970.930.9104x7618,0.0,0.0,0.0,1,1,58.33
7642378,7642378,primary,211-786-7284,0.0,0.0,0.0,3,3,50.0
7642612,7642612,primary,4447919976,0.0,0.0,0.0,1,3,62.89000000000001
7642733,7642733,primary,(500)606-9489,0.0,100.0,0.0,1,1,-53.33
7643189,7643189,primary,001-777-996-1692x08796,-0.5,33.33333333333333,0.5,2,1,35.833333333333336
7643289,7643289,primary,(925)445-9670,-1.0,50.0,1.0,1,1,0.0
7643325,7643325,primary,+1-699-966-5116,0.0,0.0,0.0,1,1,74.17
7643516,7643516,primary,(430)451-7428,0.0,0.0,0.0,5,6,66.74111111111112
7643589,7643589,primary,397-971-8887,-1.0,50.0,1.0,2,2,0.0
7644284,7644284,primary,+1-666-288-2057x271,0.0,0.0,0.0,1,2,93.33500000000001
7644293,7644293,primary,4073133400,0.0,0.0,0.0,3,2,68.355
7644483,7644483,primary,802.443.5000x58815,0.0,0.0,0.0,3,5,62.334
7644785,7644785,primary,001-231-776-1840x52216,0.0,0.0,0.0,2,2,72.71000000000001
7644892,7644892,primary,(600)646-3317x44599,0.0,0.0,0.0,1,1,58.33
7645438,7645438,primary,6174170665,0.0,0.0,0.0,1,1,71.25
7645791,7645791,primary,001-829-531-7827x395,-0.16666666666666666,14.285714285714285,0.23534065064768123,4,3,46.028571428571425
7646442,7646442,primary,001-548-459-6244x3863,-0.3333333333333333,25.0,0.30329420673987123,3,2,38.332499999999996
7646672,7646672,primary,425-417-0066x3994,0.0,0.0,0.0,1,1,65.83500000000001
7647525,7647525,primary,001-243-818-2455x632,0.0,0.0,0.0,2,2,30.415
7648133,7648133,primary,345.670.4840,0.0,0.0,0.0,2,2,90.83
7649556,7649556,primary,+1-949-391-8002,-0.5,33.33333333333333,0.608,2,2,13.61
7650811,7650811,primary,272.308.1285,0.0,0.0,0.0,1,1,79.16
7651242,7651242,primary,524.948.1052x393,-0.5,33.33333333333333,0.31649122807017543,1,2,21.643333333333334
7651248,7651248,primary,001-392-308-5162x09489,0.0,0.0,0.0,2,2,80.83500000000001
7651276,7651276,primary,922.632.3983x99370,0.0,0.0,0.0,1,1,74.17
7651529,7651529,primary,(796)366-3907,0.0,0.0,0.0,2,2,81.66666666666667
7651553,7651553,primary,+1-615-957-9834,-0.8,44.44444444444444,0.7827934272300469,3,4,8.567777777777778
7651602,7651602,primary,+1-998-693-3996x789,0.0,0.0,0.0,1,1,51.75
7651925,7651925,primary,626-528-3857,-1.0,50.0,1.0,1,1,0.0
7652001,7652001,primary,001-349-201-3498x134,0.0,0.0,0.0,1,1,107.5
7652048,7652048,primary,(636)882-4350x947,-0.2727272727272727,21.428571428571427,0.2581290645322661,9,7,35.309285714285714
7653358,7653358,primary,6737033894,-1.0,50.0,1.0,1,1,0.0
7653886,7653886,primary,001-454-446-7603x169,0.0,0.0,0.0,2,3,46.94333333333333
7653992,7653992,primary,(686)626-2764,-0.375,34.61538461538461,0.3480392156862745,5,8,46.89076923076924
7654636,7654636,primary,+1-206-895-7635x654,-1.0,50.0,1.0,1,1,0.0
7654915,7654915,primary,993.961.0858,0.0,0.0,0.0,1,1,82.5
7655033,7655033,primary,+1-641-465-7699x5074,0.0,0.0,0.0,5,3,55.278333333333336
7655593,7655593,primary,222.697.9773x100,0.0,0.0,0.0,2,2,38.75
7656148,7656148,primary,352-760-5301,0.0,0.0,0.0,3,3,60.8325
7656210,7656210,primary,422.896.1342x68235,0.0,0.0,0.0,1,1,53.33
7656546,7656546,primary,7518240056,0.0,0.0,0.0,1,1,58.33
7656569,7656569,primary,566.910.9386x6769,0.0,0.0,0.0,2,2,62.665
7656598,7656598,primary,964.784.6391,-1.0,50.0,1.0,1,2,0.0
7656758,7656758,primary,486.599.4990x4427,0.0,0.0,0.0,1,1,74.16
7656765,7656765,primary,833.285.4228x573,0.0,0.0,0.0,1,1,74.16499999999999
7656789,7656789,primary,(407)569-3480x472,0.0,0.0,0.0,2,1,67.08500000000001
7656957,7656957,primary,(499)692-4973,0.0,0.0,0.0,1,1,79.17
7657152,7657152,primary,664-821-8698x0895,0.0,100.0,0.0,1,1,-33.0
7657315,7657315,primary,322-254-4385,-1.0,50.0,1.0,1,1,0.0
7657613,7657613,primary,001-442-609-2414,0.0,0.0,0.0,1,2,76.66499999999999
7657794,7657794,primary,(245)793-7330,0.0,0.0,0.0,1,1,79.16499999999999
7658079,7658079,primary,(383)571-5506x5384,0.0,0.0,0.0,4,7,69.10714285714286
